Departamento,Municipio,Grupo cultivo,Subgrupo,Cultivo,Año,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2007,80.0,80.0,800.0,10.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2008,80.0,80.0,720.0,9.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2009,80.0,80.0,800.0,10.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2010,80.0,80.0,480.0,6.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2011,80.0,80.0,560.0,7.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2012,80.0,80.0,800.0,10.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2013,80.0,80.0,880.0,11.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2014,80.0,80.0,880.0,11.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2015,80.0,80.0,800.0,10.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2016,80.0,80.0,960.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2017,80.0,80.0,1200.0,15.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,AGUACATE,AGUACATE,2018,80.0,80.0,1200.0,15.0,PERMANENTE
BOLÍVAR,ACHI,HORTALIZAS,AHUYAMA,AHUYAMA,2016,15.0,15.0,225.0,15.0,TRANSITORIO
BOLÍVAR,ACHI,HORTALIZAS,AHUYAMA,AHUYAMA,2016,50.0,25.0,300.0,12.0,TRANSITORIO
BOLÍVAR,ACHI,HORTALIZAS,AHUYAMA,AHUYAMA,2017,20.0,20.0,320.0,16.0,TRANSITORIO
BOLÍVAR,ACHI,HORTALIZAS,AHUYAMA,AHUYAMA,2017,50.0,48.0,576.0,12.0,TRANSITORIO
BOLÍVAR,ACHI,HORTALIZAS,AHUYAMA,AHUYAMA,2018,60.0,60.0,720.0,12.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2016,680.0,609.0,2404.0,3.95,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2016,387.0,387.0,1503.0,3.89,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2017,831.0,725.0,3464.0,4.78,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2017,600.0,600.0,2485.0,4.14,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2018,355.0,355.0,1597.0,4.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2006,700.0,700.0,1440.0,2.06,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2007,149.0,149.0,268.0,1.8,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2007,743.0,743.0,1288.0,1.73,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2008,382.0,120.0,144.0,1.2,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2008,610.0,580.0,580.0,1.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2009,480.0,450.0,720.0,1.6,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2009,860.0,850.0,1275.0,1.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2010,950.0,850.0,1615.0,1.9,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2010,920.0,620.0,1240.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2011,1500.0,1500.0,3000.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2011,1650.0,1650.0,3300.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2012,2000.0,2000.0,4000.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2012,1700.0,1700.0,3400.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2013,1200.0,1200.0,2400.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2013,1250.0,1250.0,1875.0,1.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2014,940.0,940.0,2350.0,2.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2014,940.0,940.0,1410.0,1.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2015,800.0,800.0,2000.0,2.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2015,940.0,900.0,2250.0,2.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2016,1200.0,900.0,2250.0,2.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2016,1200.0,900.0,1800.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2017,1200.0,1200.0,2760.0,2.3,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2017,1300.0,1200.0,2160.0,1.8,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2018,1300.0,1300.0,2340.0,1.8,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2006,1800.0,1500.0,4750.0,3.17,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2007,1100.0,913.0,3850.0,4.22,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2007,2717.0,2500.0,10000.0,4.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2008,1250.0,1200.0,4800.0,4.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2008,1700.0,1600.0,5280.0,3.3,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2009,1100.0,1100.0,4400.0,4.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2009,2400.0,2400.0,9600.0,4.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2010,1600.0,1200.0,4800.0,4.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2010,2500.0,1750.0,5250.0,3.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2011,1750.0,1750.0,6125.0,3.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2011,2650.0,2650.0,7950.0,3.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2012,3500.0,3500.0,19250.0,5.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2012,3000.0,3000.0,18000.0,6.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2013,2500.0,2500.0,8750.0,3.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2013,1500.0,1500.0,4800.0,3.2,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2014,1570.0,1205.0,3636.0,3.02,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2014,1005.0,1005.0,5001.0,4.98,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2015,1801.0,1658.0,7131.0,4.3,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2015,1282.0,1221.0,5849.0,4.79,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2016,5529.0,3147.0,10763.0,3.42,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2016,2255.0,2078.0,5652.0,2.72,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2017,5998.0,5234.0,25015.0,4.78,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2017,2796.0,2796.0,9520.0,3.4,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,ARROZ,ARROZ,2018,3549.0,3549.0,14195.0,4.0,TRANSITORIO
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2007,100.0,30.0,10.0,0.33,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2008,100.0,30.0,12.0,0.4,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2009,100.0,30.0,21.0,0.7,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2010,100.0,30.0,15.0,0.5,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2011,100.0,50.0,30.0,0.6,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2012,100.0,100.0,60.0,0.6,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2013,100.0,100.0,45.0,0.45,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2014,100.0,100.0,45.0,0.45,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2015,80.0,80.0,36.0,0.45,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2016,35.0,35.0,18.0,0.5,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2017,150.0,20.0,10.0,0.5,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CACAO,CACAO,2018,150.0,20.0,10.0,0.5,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2007,60.0,60.0,240.0,4.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2008,60.0,60.0,300.0,5.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2009,60.0,60.0,360.0,6.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2010,60.0,60.0,240.0,4.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2011,60.0,50.0,250.0,5.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2012,60.0,60.0,300.0,5.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2013,60.0,60.0,240.0,4.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2014,60.0,60.0,240.0,4.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2016,30.0,30.0,300.0,10.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2017,30.0,20.0,160.0,8.0,PERMANENTE
BOLÍVAR,ACHI,OTROS PERMANENTES,CAÑA,CAÑA PANELERA,2018,30.0,20.0,160.0,8.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2007,50.0,50.0,125.0,2.5,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2008,50.0,50.0,75.0,1.5,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2009,50.0,50.0,125.0,2.5,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2010,50.0,50.0,100.0,2.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2011,50.0,45.0,90.0,2.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2012,50.0,50.0,200.0,4.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2013,51.0,50.0,150.0,3.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2014,51.0,50.0,150.0,3.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2015,40.0,40.0,120.0,3.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2016,40.0,40.0,120.0,3.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2017,40.0,40.0,120.0,3.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,COCO,COCO,2018,40.0,40.0,120.0,3.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2007,13.0,13.0,65.0,5.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2008,13.0,13.0,78.0,6.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2009,13.0,13.0,91.0,7.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2010,13.0,13.0,65.0,5.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2011,13.0,13.0,80.0,6.15,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2012,13.0,13.0,91.0,7.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2013,13.0,13.0,72.0,5.5,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,GUAYABA,GUAYABA,2014,13.0,13.0,72.0,5.5,PERMANENTE
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2006,500.0,210.0,527.0,2.51,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2007,1200.0,320.0,640.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2006,700.0,350.0,455.0,1.3,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2007,1300.0,800.0,1200.0,1.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2007,850.0,380.0,456.0,1.2,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2008,1975.0,220.0,88.0,0.4,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2008,350.0,190.0,114.0,0.6,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2009,1520.0,1520.0,1976.0,1.3,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2009,1320.0,1320.0,3300.0,2.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2010,1700.0,700.0,700.0,1.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2010,1600.0,1050.0,1050.0,1.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2011,1650.0,1420.0,2130.0,1.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2011,1100.0,936.0,1410.0,1.51,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2012,1800.0,1800.0,3600.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2012,1200.0,1200.0,2400.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2013,5000.0,5000.0,8500.0,1.7,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2013,1000.0,1000.0,1500.0,1.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2014,5000.0,5000.0,8500.0,1.7,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2014,1200.0,1200.0,2004.0,1.67,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2015,1550.0,1400.0,2800.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2015,1500.0,1000.0,1475.0,1.48,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2016,2000.0,1800.0,4500.0,2.5,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2016,1500.0,1300.0,2600.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2017,2500.0,2300.0,4600.0,2.0,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2017,2500.0,2380.0,4522.0,1.9,TRANSITORIO
BOLÍVAR,ACHI,CEREALES,MAIZ,MAIZ,2018,3500.0,3500.0,6650.0,1.9,TRANSITORIO
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2007,30.0,30.0,240.0,8.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2008,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2009,30.0,30.0,450.0,15.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2010,30.0,30.0,240.0,8.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2011,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2012,30.0,30.0,450.0,15.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2013,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2014,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2015,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2016,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2017,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,MANGO,MANGO,2018,30.0,30.0,360.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,PATILLA,PATILLA,2016,30.0,20.0,300.0,15.0,TRANSITORIO
BOLÍVAR,ACHI,FRUTALES,PATILLA,PATILLA,2016,50.0,25.0,350.0,14.0,TRANSITORIO
BOLÍVAR,ACHI,FRUTALES,PATILLA,PATILLA,2017,40.0,40.0,600.0,15.0,TRANSITORIO
BOLÍVAR,ACHI,FRUTALES,PATILLA,PATILLA,2017,50.0,50.0,700.0,14.0,TRANSITORIO
BOLÍVAR,ACHI,FRUTALES,PATILLA,PATILLA,2018,100.0,100.0,1400.0,14.0,TRANSITORIO
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2007,150.0,150.0,450.0,3.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2008,179.0,179.0,358.0,2.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2009,179.0,179.0,716.0,4.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2010,179.0,79.0,237.0,3.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2011,110.0,110.0,440.0,4.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2012,79.0,79.0,316.0,4.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2013,79.0,79.0,395.0,5.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2014,206.0,158.0,790.0,5.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2015,400.0,390.0,1950.0,5.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2016,400.0,400.0,1600.0,4.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2017,400.0,200.0,1000.0,5.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2018,400.0,200.0,2000.0,10.0,PERMANENTE
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2007,700.0,220.0,1100.0,5.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2008,640.0,350.0,2640.0,7.54,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2009,595.0,595.0,4165.0,7.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2010,620.0,15.0,45.0,3.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2011,590.0,535.0,5350.0,10.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2012,720.0,720.0,8640.0,12.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2013,750.0,750.0,9000.0,12.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2014,755.0,755.0,6040.0,8.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2015,120.0,80.0,400.0,5.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2016,300.0,250.0,3000.0,12.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2017,300.0,200.0,2000.0,10.0,ANUAL
BOLÍVAR,ACHI,TUBERCULOS Y PLATANOS,YUCA,YUCA,2018,300.0,300.0,3000.0,10.0,ANUAL
BOLÍVAR,ACHI,FRUTALES,ZAPOTE,ZAPOTE,2016,50.0,50.0,500.0,10.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,ZAPOTE,ZAPOTE,2017,50.0,50.0,600.0,12.0,PERMANENTE
BOLÍVAR,ACHI,FRUTALES,ZAPOTE,ZAPOTE,2018,50.0,50.0,600.0,12.0,PERMANENTE
BOLÍVAR,ACHÍ,FRUTALES,DEMÁS FRUTALES,AGUACATE,2019,80.0,80.0,400.0,5.0,PERMANENTE
BOLÍVAR,ACHÍ,FRUTALES,DEMÁS FRUTALES,AGUACATE,2020,80.0,80.0,400.0,5.0,PERMANENTE
BOLÍVAR,ACHÍ,FRUTALES,DEMÁS FRUTALES,AGUACATE,2021,80.0,80.0,320.0,4.0,PERMANENTE
BOLÍVAR,ACHÍ,FRUTALES,DEMÁS FRUTALES,AGUACATE,2022,80.0,80.0,320.0,4.0,PERMANENTE
BOLÍVAR,ACHÍ,FRUTALES,DEMÁS FRUTALES,AGUACATE,2023,80.0,80.0,320.0,4.0,PERMANENTE
BOLÍVAR,ACHÍ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2019,24.0,24.0,480.0,20.0,TRANSITORIO
BOLÍVAR,ACHÍ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2019,60.0,40.0,800.0,20.0,TRANSITORIO
BOLÍVAR,ACHÍ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2020,80.0,80.0,400.0,5.0,TRANSITORIO
BOLÍVAR,ACHÍ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2021,120.0,120.0,600.0,5.0,TRANSITORIO
BOLÍVAR,ACHÍ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2022,120.0,120.0,600.0,5.0,TRANSITORIO
BOLÍVAR,ACHÍ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2023,120.0,120.0,600.0,5.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2019,1100.0,1100.0,2310.0,2.1,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2019,452.6,452.26,2831.15,6.26,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2019,4596.76,4593.36,22848.29,4.97,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2019,157.0,157.0,956.13,6.09,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2019,1300.0,1300.0,3250.0,2.5,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2019,2647.0,2643.0,14467.78,5.47,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2020,680.0,680.0,2040.0,3.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2020,437.0,433.0,2836.15,6.55,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2020,5111.0,5065.0,22134.05,4.37,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2020,167.0,166.0,1010.94,6.09,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2020,630.0,630.0,2268.0,3.6,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2020,2954.0,2950.0,16148.3,5.47,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2021,670.0,660.0,1980.0,3.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2021,620.0,620.0,2480.0,4.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2021,7660.0,7449.0,26071.5,3.5,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2021,143.0,45.0,135.0,3.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2021,615.0,112.0,336.0,3.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2021,5130.0,743.0,2652.51,3.57,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2022,620.0,22.0,88.0,4.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2022,670.0,93.0,279.0,3.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2022,7660.0,770.0,2695.0,3.5,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2022,143.0,742.0,2968.0,4.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2022,630.0,1200.0,3600.0,3.0,TRANSITORIO
BOLÍVAR,ACHÍ,CEREALES,CEREALES,ARROZ,2022,6660.0,13321.0,46623.5,3.5,TRANSITORIO
