Departamento,Municipio,Grupo cultivo,Subgrupo,Cultivo,Año,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2021,195.0,28.0,89.6,3.2,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2022,162.0,160.0,176.0,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2022,198.0,195.0,214.5,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2022,175.0,170.0,187.0,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2022,215.0,210.0,231.0,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2023,162.0,150.0,165.0,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2023,200.0,195.0,214.5,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2023,190.0,187.0,205.7,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,CEREALES,CEREALES,MAÍZ,2023,225.0,222.0,244.2,1.1,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2019,95.0,83.0,415.0,5.0,PERMANENTE
BOLÍVAR,HATILLO DE LOBA,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2020,92.0,92.0,460.0,5.0,PERMANENTE
BOLÍVAR,HATILLO DE LOBA,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2021,105.6,87.6,419.6,4.79,PERMANENTE
BOLÍVAR,HATILLO DE LOBA,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2022,65.6,65.6,328.0,5.0,PERMANENTE
BOLÍVAR,HATILLO DE LOBA,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2023,81.6,65.6,328.0,5.0,PERMANENTE
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2019,380.0,380.0,9500.0,25.0,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2020,430.0,416.0,7404.8,17.8,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2021,360.0,222.0,710.4,3.2,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2021,50.0,25.0,175.0,7.0,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2022,420.0,404.0,3232.0,8.0,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2022,65.0,60.0,480.0,8.0,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2023,510.0,0.0,0.0,0.0,TRANSITORIO
BOLÍVAR,HATILLO DE LOBA,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2023,74.0,505.0,4040.0,8.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2006,80.0,10.0,60.0,6.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2007,120.0,25.0,100.0,4.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2007,120.0,16.0,48.0,3.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2008,65.0,65.0,390.0,6.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2008,60.0,30.0,120.0,4.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2009,70.0,70.0,700.0,10.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2009,30.0,30.0,360.0,12.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2010,80.0,20.0,40.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2010,60.0,40.0,300.0,7.5,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2011,92.0,75.0,450.0,6.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2012,85.0,85.0,850.0,10.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2012,100.0,100.0,1200.0,12.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2013,70.0,70.0,560.0,8.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2013,120.0,120.0,1200.0,10.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2014,70.0,70.0,560.0,8.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2014,120.0,120.0,1200.0,10.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2015,70.0,55.0,440.0,8.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2015,130.0,120.0,1200.0,10.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2016,400.0,350.0,2975.0,8.5,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2016,200.0,200.0,1800.0,9.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2017,400.0,400.0,6000.0,15.0,TRANSITORIO
BOLÍVAR,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2018,409.0,409.0,6299.0,15.4,TRANSITORIO
BOLÍVAR,MAGANGUE,OLEAGINOSAS,AJONJOLI,AJONJOLI,2007,10.0,5.0,2.0,0.4,TRANSITORIO
BOLÍVAR,MAGANGUE,OLEAGINOSAS,AJONJOLI,AJONJOLI,2008,32.0,17.0,7.0,0.41,TRANSITORIO
BOLÍVAR,MAGANGUE,OLEAGINOSAS,AJONJOLI,AJONJOLI,2010,15.0,15.0,9.0,0.6,TRANSITORIO
BOLÍVAR,MAGANGUE,OLEAGINOSAS,AJONJOLI,AJONJOLI,2011,10.0,10.0,9.0,0.9,TRANSITORIO
BOLÍVAR,MAGANGUE,OLEAGINOSAS,AJONJOLI,AJONJOLI,2016,600.0,600.0,480.0,0.8,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2006,459.0,396.0,775.0,1.96,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2007,378.0,378.0,704.0,1.86,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2008,1012.0,998.0,997.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2009,396.0,396.0,412.0,1.04,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2010,333.0,333.0,489.0,1.47,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2011,269.0,269.0,430.0,1.6,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2012,189.0,189.0,246.0,1.3,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2013,236.0,236.0,354.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2014,134.0,134.0,201.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2015,140.0,130.0,148.0,1.14,TRANSITORIO
BOLÍVAR,MAGANGUE,FIBRAS,ALGODON,ALGODON,2017,17.0,17.0,33.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2016,115.0,115.0,606.0,5.29,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2016,71.0,66.0,357.0,5.37,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2017,600.0,600.0,1500.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2017,100.0,100.0,200.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2018,500.0,500.0,1000.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2006,400.0,320.0,960.0,3.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2007,400.0,225.0,996.0,4.43,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2007,435.0,426.0,1672.0,3.92,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2008,443.0,438.0,1399.0,3.19,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2008,447.0,444.0,1362.0,3.07,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2009,450.0,450.0,1575.0,3.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2009,450.0,450.0,2250.0,5.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2010,575.0,245.0,367.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2010,130.0,130.0,520.0,4.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2011,600.0,600.0,2100.0,3.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2011,250.0,250.0,1000.0,4.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2012,200.0,200.0,1200.0,6.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2012,150.0,150.0,900.0,6.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2013,400.0,400.0,1400.0,3.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2013,400.0,400.0,1280.0,3.2,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2014,314.0,241.0,727.0,3.02,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2014,268.0,268.0,1334.0,4.98,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2015,360.0,332.0,1426.0,4.3,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2015,342.0,326.0,1560.0,4.79,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2016,95.0,92.0,285.0,3.08,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2016,274.0,255.0,801.0,3.13,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2017,453.0,449.0,1889.0,4.2,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2017,143.0,143.0,396.0,2.76,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,ARROZ,ARROZ,2018,210.0,210.0,631.0,3.0,TRANSITORIO
BOLÍVAR,MAGANGUE,LEGUMINOSAS,FRIJOL,FRIJOL,2017,40.0,40.0,36.0,0.9,TRANSITORIO
BOLÍVAR,MAGANGUE,LEGUMINOSAS,FRIJOL,FRIJOL,2018,41.0,41.0,38.0,0.92,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2006,1200.0,570.0,627.0,1.1,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2007,1980.0,395.0,395.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2007,1750.0,1020.0,1836.0,1.8,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2008,1957.0,1938.0,3914.0,2.02,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2008,1638.0,838.0,1006.0,1.2,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2009,1980.0,1980.0,2970.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2009,1300.0,1300.0,2600.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2010,1995.0,845.0,845.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2010,620.0,580.0,870.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2011,1750.0,1120.0,1680.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2011,680.0,620.0,620.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2012,1500.0,1500.0,3000.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2012,1100.0,1100.0,2200.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2013,900.0,900.0,1530.0,1.7,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2013,1100.0,1100.0,1320.0,1.2,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2014,1200.0,1200.0,1802.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2014,1100.0,1100.0,1651.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2015,1800.0,1200.0,1800.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2015,1100.0,1000.0,1200.0,1.2,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2016,1850.0,1750.0,3500.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2016,1500.0,1300.0,1950.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2017,1200.0,890.0,1068.0,1.2,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2017,1200.0,100.0,150.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,CEREALES,MAIZ,MAIZ,2018,2000.0,2000.0,3000.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2007,30.0,30.0,210.0,7.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2008,42.0,42.0,672.0,16.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2009,42.0,42.0,630.0,15.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2010,42.0,42.0,336.0,8.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2011,42.0,42.0,420.0,10.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2012,42.0,42.0,630.0,15.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2013,106.0,42.0,630.0,15.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2014,87.0,29.0,348.0,12.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2015,126.0,42.0,588.0,14.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2016,126.0,42.0,756.0,18.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2017,126.0,42.0,756.0,18.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,MANGO,MANGO,2018,126.0,42.0,756.0,18.0,PERMANENTE
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2006,120.0,70.0,350.0,5.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2007,150.0,110.0,770.0,7.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2007,110.0,17.0,51.0,3.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2008,65.0,62.0,434.0,7.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2008,58.0,24.0,120.0,5.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2009,50.0,50.0,600.0,12.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2009,25.0,25.0,250.0,10.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2011,85.0,72.0,720.0,10.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2017,100.0,85.0,1275.0,15.0,TRANSITORIO
BOLÍVAR,MAGANGUE,FRUTALES,PATILLA,PATILLA,2018,103.0,103.0,1560.0,15.15,TRANSITORIO
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2007,20.0,20.0,80.0,4.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2008,104.0,104.0,312.0,3.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2009,104.0,104.0,416.0,4.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2010,110.0,24.0,72.0,3.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2011,300.0,124.0,372.0,3.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2012,104.0,104.0,624.0,6.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2013,104.0,104.0,520.0,5.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2014,104.0,104.0,520.0,5.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2015,124.0,104.0,416.0,4.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2016,724.0,72.0,288.0,4.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2017,124.0,124.0,620.0,5.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,2018,124.0,124.0,744.0,6.0,PERMANENTE
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2007,1100.0,580.0,4060.0,7.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2008,690.0,690.0,3450.0,5.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2009,1300.0,1300.0,7800.0,6.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2010,1420.0,330.0,1650.0,5.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2011,550.0,495.0,4950.0,10.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2012,700.0,700.0,8400.0,12.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2013,750.0,750.0,7500.0,10.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2014,750.0,750.0,7500.0,10.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2015,800.0,700.0,5600.0,8.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2016,900.0,750.0,6750.0,9.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2017,800.0,750.0,7500.0,10.0,ANUAL
BOLÍVAR,MAGANGUE,TUBERCULOS Y PLATANOS,YUCA,YUCA,2018,900.0,900.0,9000.0,10.0,ANUAL
BOLÍVAR,MAGANGUÉ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2019,500.0,480.0,8640.0,18.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2020,700.0,680.0,12240.0,18.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2021,730.0,650.0,11700.0,18.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2022,730.0,461.5,8307.0,18.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,HORTALIZAS,HORTALIZAS DE FRUTO,AHUYAMA,2023,600.0,590.0,10620.0,18.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,OLEAGINOSAS,OLEAGINOSAS,AJONJOLÍ,2023,12.0,11.0,22.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2019,171.0,170.5,712.69,4.18,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2019,600.0,550.0,1375.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2019,200.0,200.0,400.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2019,366.0,365.5,1688.61,4.62,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2020,188.0,186.0,879.78,4.73,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2020,700.0,650.0,1625.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2020,300.0,50.0,125.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2020,407.5,407.0,1880.34,4.62,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2021,180.0,180.0,810.0,4.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2021,700.0,650.0,1625.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2021,350.0,300.0,750.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2021,400.0,295.0,1327.5,4.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2022,700.0,350.0,875.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2022,180.0,400.0,1800.0,4.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2022,400.0,120.0,480.0,4.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2022,350.0,513.0,1282.5,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2023,130.0,396.0,1386.0,3.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2023,740.0,625.5,1563.75,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2023,380.0,0.0,0.0,0.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,ARROZ,2023,300.0,370.0,925.0,2.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2019,110.0,110.0,110.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2019,100.0,90.0,90.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2020,150.0,150.0,150.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2020,150.0,94.0,94.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2021,150.0,140.0,144.2,1.03,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2021,150.0,94.0,94.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2022,150.0,141.0,141.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2022,150.0,140.0,140.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2023,110.0,90.0,135.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,LEGUMINOSAS,LEGUMINOSAS,FRIJOL,2023,140.0,140.0,140.0,1.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,MAÍZ,2019,1500.0,1400.0,2100.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,MAÍZ,2019,1500.0,1400.0,2800.0,2.0,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,MAÍZ,2020,1800.0,1750.0,2625.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,MAÍZ,2020,1500.0,1150.0,1725.0,1.5,TRANSITORIO
BOLÍVAR,MAGANGUÉ,CEREALES,CEREALES,MAÍZ,2021,1600.0,620.0,930.0,1.5,TRANSITORIO
