,Codigo depto,Codigo mpio,Departamento,SUBREGION,Municipio,Grupo cultivo,Subgrupo cultivo,Cultivo,Año,Area sembrada,Area cosechada,Produccion,Rendimiento,Ciclo
0,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2007,3400.0,2600.0,31200.0,12.0,PERMANENTE
1,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2007,660.0,600.0,10800.0,18.0,PERMANENTE
2,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2007,80.0,80.0,800.0,10.0,PERMANENTE
3,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2007,18.0,18.0,180.0,10.0,PERMANENTE
4,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2007,10.0,10.0,100.0,10.0,PERMANENTE
5,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2008,3500.0,2700.0,32400.0,12.0,PERMANENTE
6,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2008,700.0,600.0,10800.0,18.0,PERMANENTE
7,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2008,80.0,80.0,720.0,9.0,PERMANENTE
8,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2008,60.0,60.0,900.0,15.0,PERMANENTE
9,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2008,18.0,18.0,198.0,11.0,PERMANENTE
10,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2008,15.0,15.0,150.0,10.0,PERMANENTE
11,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2008,5.0,2.0,12.0,6.0,PERMANENTE
12,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2008,3.0,0.0,0.0,0.0,PERMANENTE
13,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2009,3310.0,3300.0,33000.0,10.0,PERMANENTE
14,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2009,500.0,420.0,5040.0,12.0,PERMANENTE
15,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2009,80.0,80.0,800.0,10.0,PERMANENTE
16,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2009,60.0,60.0,900.0,15.0,PERMANENTE
17,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2009,18.0,18.0,180.0,10.0,PERMANENTE
18,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2009,10.0,10.0,60.0,6.0,PERMANENTE
19,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2009,5.0,2.0,12.0,6.0,PERMANENTE
20,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2009,4.0,3.0,30.0,9.23,PERMANENTE
21,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2010,3310.0,3260.0,32600.0,10.0,PERMANENTE
22,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2010,500.0,100.0,1400.0,14.0,PERMANENTE
23,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2010,80.0,80.0,480.0,6.0,PERMANENTE
24,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2010,60.0,60.0,600.0,10.0,PERMANENTE
25,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2010,18.0,18.0,144.0,8.0,PERMANENTE
26,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2010,10.0,10.0,50.0,5.0,PERMANENTE
27,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2010,5.0,5.0,30.0,6.0,PERMANENTE
28,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2010,6.0,4.0,11.0,3.0,PERMANENTE
29,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2011,3310.0,3260.0,32600.0,10.0,PERMANENTE
30,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2011,500.0,100.0,1400.0,14.0,PERMANENTE
31,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2011,80.0,80.0,560.0,7.0,PERMANENTE
32,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2011,60.0,20.0,120.0,6.0,PERMANENTE
33,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2011,18.0,18.0,180.0,10.0,PERMANENTE
34,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2011,10.0,10.0,100.0,10.0,PERMANENTE
35,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2011,5.0,5.0,30.0,6.0,PERMANENTE
36,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2011,5.0,3.0,8.0,3.0,PERMANENTE
37,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2012,2800.0,2560.0,25600.0,10.0,PERMANENTE
38,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2012,670.0,640.0,7120.0,11.13,PERMANENTE
39,13,13688,BOLIVAR,MAGDALENA MEDIO BOLIVARENSE,SANTA ROSA DEL SUR,FRUTALES,AGUACATE,AGUACATE,2012,115.0,20.0,80.0,4.0,PERMANENTE
40,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2012,80.0,80.0,800.0,10.0,PERMANENTE
41,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2012,60.0,60.0,780.0,13.0,PERMANENTE
42,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2012,20.0,20.0,160.0,8.0,PERMANENTE
43,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2012,18.0,18.0,216.0,12.0,PERMANENTE
44,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2012,8.0,8.0,48.0,6.0,PERMANENTE
45,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2012,5.0,3.0,8.0,3.0,PERMANENTE
46,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2013,3020.0,2040.0,20400.0,10.0,PERMANENTE
47,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2013,640.0,640.0,7680.0,12.0,PERMANENTE
48,13,13688,BOLIVAR,MAGDALENA MEDIO BOLIVARENSE,SANTA ROSA DEL SUR,FRUTALES,AGUACATE,AGUACATE,2013,120.0,20.0,100.0,5.0,PERMANENTE
49,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2013,80.0,80.0,880.0,11.0,PERMANENTE
50,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2013,60.0,60.0,720.0,12.0,PERMANENTE
51,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2013,20.0,20.0,240.0,12.0,PERMANENTE
52,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2013,19.0,18.0,180.0,10.0,PERMANENTE
53,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2013,8.0,8.0,48.0,6.0,PERMANENTE
54,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2013,5.0,5.0,14.0,3.0,PERMANENTE
55,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2014,2788.0,2200.0,22000.0,10.0,PERMANENTE
56,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2014,580.0,580.0,6670.0,11.5,PERMANENTE
57,13,13688,BOLIVAR,MAGDALENA MEDIO BOLIVARENSE,SANTA ROSA DEL SUR,FRUTALES,AGUACATE,AGUACATE,2014,120.0,40.0,200.0,5.0,PERMANENTE
58,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2014,80.0,80.0,880.0,11.0,PERMANENTE
59,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2014,61.0,60.0,720.0,12.0,PERMANENTE
60,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2014,20.0,20.0,140.0,7.0,PERMANENTE
61,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2014,18.0,18.0,180.0,10.0,PERMANENTE
62,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2014,3.0,3.0,18.0,6.0,PERMANENTE
63,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2014,5.0,5.0,14.0,3.0,PERMANENTE
64,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2015,2788.0,2388.0,19104.0,8.0,PERMANENTE
65,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2015,470.0,330.0,2970.0,9.0,PERMANENTE
66,13,13688,BOLIVAR,MAGDALENA MEDIO BOLIVARENSE,SANTA ROSA DEL SUR,FRUTALES,AGUACATE,AGUACATE,2015,123.0,43.0,215.0,5.0,PERMANENTE
67,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2015,80.0,80.0,800.0,10.0,PERMANENTE
68,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2015,61.0,60.0,720.0,12.0,PERMANENTE
69,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2015,20.0,20.0,140.0,7.0,PERMANENTE
70,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2015,18.0,18.0,180.0,10.0,PERMANENTE
71,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2015,1.0,1.0,6.0,6.0,PERMANENTE
72,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2015,5.0,5.0,14.0,3.0,PERMANENTE
73,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2016,1880.0,1650.0,14850.0,9.0,PERMANENTE
74,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2016,510.0,300.0,4500.0,15.0,PERMANENTE
75,13,13688,BOLIVAR,MAGDALENA MEDIO BOLIVARENSE,SANTA ROSA DEL SUR,FRUTALES,AGUACATE,AGUACATE,2016,123.0,43.0,344.0,8.0,PERMANENTE
76,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2016,80.0,80.0,960.0,12.0,PERMANENTE
77,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2016,30.0,20.0,140.0,7.0,PERMANENTE
78,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2016,15.0,10.0,100.0,10.0,PERMANENTE
79,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2016,9.0,8.0,96.0,12.0,PERMANENTE
80,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2016,5.0,1.0,6.0,6.0,PERMANENTE
81,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2016,7.0,5.0,14.0,3.0,PERMANENTE
82,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2017,2140.0,1690.0,16900.0,10.0,PERMANENTE
83,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2017,530.0,430.0,6450.0,15.0,PERMANENTE
84,13,13688,BOLIVAR,MAGDALENA MEDIO BOLIVARENSE,SANTA ROSA DEL SUR,FRUTALES,AGUACATE,AGUACATE,2017,123.0,123.0,1230.0,10.0,PERMANENTE
85,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2017,80.0,80.0,1200.0,15.0,PERMANENTE
86,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2017,70.0,70.0,700.0,10.0,PERMANENTE
87,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2017,15.0,15.0,150.0,10.0,PERMANENTE
88,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2017,9.0,9.0,108.0,12.0,PERMANENTE
89,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2017,5.0,1.0,6.0,6.0,PERMANENTE
90,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2017,7.0,7.0,21.0,3.0,PERMANENTE
91,13,13244,BOLIVAR,MONTES DE MARIA,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,2018,2140.0,1880.0,18800.0,10.0,PERMANENTE
92,13,13654,BOLIVAR,MONTES DE MARIA,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,2018,530.0,350.0,5250.0,15.0,PERMANENTE
93,13,13688,BOLIVAR,MAGDALENA MEDIO BOLIVARENSE,SANTA ROSA DEL SUR,FRUTALES,AGUACATE,AGUACATE,2018,123.0,123.0,1230.0,10.0,PERMANENTE
94,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,2018,90.0,70.0,700.0,10.0,PERMANENTE
95,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,AGUACATE,AGUACATE,2018,80.0,80.0,1200.0,15.0,PERMANENTE
96,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,2018,15.0,15.0,150.0,10.0,PERMANENTE
97,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,AGUACATE,AGUACATE,2018,9.0,9.0,108.0,12.0,PERMANENTE
98,13,13673,BOLIVAR,DIQUE BOLIVARENSE,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,2018,5.0,1.0,6.0,6.0,PERMANENTE
99,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,2018,7.0,7.0,21.0,3.0,PERMANENTE
100,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2006,80.0,50.0,300.0,6.0,TRANSITORIO
101,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2006,80.0,10.0,60.0,6.0,TRANSITORIO
102,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2006,35.0,5.0,30.0,6.0,TRANSITORIO
103,23,23079,CORDOBA,SAN JORGE,BUENAVISTA,HORTALIZAS,AHUYAMA,AHUYAMA,2006,25.0,25.0,500.0,20.0,TRANSITORIO
104,23,23855,CORDOBA,ALTO SINU,VALENCIA,HORTALIZAS,AHUYAMA,AHUYAMA,2006,9.0,9.0,54.0,6.0,TRANSITORIO
105,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2007,120.0,50.0,500.0,10.0,TRANSITORIO
106,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2007,120.0,25.0,100.0,4.0,TRANSITORIO
107,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2007,25.0,20.0,300.0,15.0,TRANSITORIO
108,23,23162,CORDOBA,SINU MEDIO,CERETE,HORTALIZAS,AHUYAMA,AHUYAMA,2007,4.0,4.0,144.0,36.0,TRANSITORIO
109,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2007,120.0,16.0,48.0,3.0,TRANSITORIO
110,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2007,100.0,40.0,248.0,6.2,TRANSITORIO
111,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2007,80.0,20.0,100.0,5.0,TRANSITORIO
112,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2007,35.0,25.0,125.0,5.0,TRANSITORIO
113,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2007,20.0,8.0,32.0,4.0,TRANSITORIO
114,23,23182,CORDOBA,SABANAS,CHINU,HORTALIZAS,AHUYAMA,AHUYAMA,2007,38.0,38.0,698.0,18.37,TRANSITORIO
115,23,23466,CORDOBA,SAN JORGE,MONTELIBANO,HORTALIZAS,AHUYAMA,AHUYAMA,2007,13.0,8.0,56.0,7.0,TRANSITORIO
116,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2008,160.0,160.0,2400.0,15.0,TRANSITORIO
117,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2008,158.0,158.0,1896.0,12.0,TRANSITORIO
118,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2008,65.0,65.0,390.0,6.0,TRANSITORIO
119,13,13030,BOLIVAR,LOBA,ALTOS DEL ROSARIO,HORTALIZAS,AHUYAMA,AHUYAMA,2008,30.0,30.0,450.0,15.0,TRANSITORIO
120,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2008,30.0,30.0,360.0,12.0,TRANSITORIO
121,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2008,25.0,25.0,250.0,10.0,TRANSITORIO
122,23,23079,CORDOBA,SAN JORGE,BUENAVISTA,HORTALIZAS,AHUYAMA,AHUYAMA,2008,27.0,27.0,540.0,20.0,TRANSITORIO
123,23,23182,CORDOBA,SABANAS,CHINU,HORTALIZAS,AHUYAMA,AHUYAMA,2008,10.0,10.0,150.0,15.0,TRANSITORIO
124,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,HORTALIZAS,AHUYAMA,AHUYAMA,2008,4.0,4.0,42.0,12.0,TRANSITORIO
125,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2008,120.0,9.0,36.0,4.0,TRANSITORIO
126,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2008,60.0,30.0,120.0,4.0,TRANSITORIO
127,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2008,50.0,45.0,520.0,11.56,TRANSITORIO
128,23,23182,CORDOBA,SABANAS,CHINU,HORTALIZAS,AHUYAMA,AHUYAMA,2008,5.0,5.0,75.0,15.0,TRANSITORIO
129,23,23466,CORDOBA,SAN JORGE,MONTELIBANO,HORTALIZAS,AHUYAMA,AHUYAMA,2008,2.0,2.0,14.0,7.0,TRANSITORIO
130,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2009,220.0,220.0,2640.0,12.0,TRANSITORIO
131,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2009,70.0,70.0,700.0,10.0,TRANSITORIO
132,13,13030,BOLIVAR,LOBA,ALTOS DEL ROSARIO,HORTALIZAS,AHUYAMA,AHUYAMA,2009,50.0,50.0,350.0,7.0,TRANSITORIO
133,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2009,35.0,35.0,420.0,12.0,TRANSITORIO
134,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2009,35.0,35.0,245.0,7.0,TRANSITORIO
135,23,23466,CORDOBA,SAN JORGE,MONTELIBANO,HORTALIZAS,AHUYAMA,AHUYAMA,2009,15.0,15.0,105.0,7.0,TRANSITORIO
136,23,23350,CORDOBA,SAN JORGE,LA APARTADA,HORTALIZAS,AHUYAMA,AHUYAMA,2009,8.0,8.0,160.0,20.0,TRANSITORIO
137,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,HORTALIZAS,AHUYAMA,AHUYAMA,2009,6.0,6.0,72.0,12.0,TRANSITORIO
138,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2009,120.0,120.0,1200.0,10.0,TRANSITORIO
139,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2009,50.0,50.0,500.0,10.0,TRANSITORIO
140,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2009,30.0,30.0,360.0,12.0,TRANSITORIO
141,13,13030,BOLIVAR,LOBA,ALTOS DEL ROSARIO,HORTALIZAS,AHUYAMA,AHUYAMA,2009,20.0,20.0,200.0,10.0,TRANSITORIO
142,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2009,15.0,15.0,60.0,4.0,TRANSITORIO
143,23,23182,CORDOBA,SABANAS,CHINU,HORTALIZAS,AHUYAMA,AHUYAMA,2009,5.0,5.0,75.0,15.0,TRANSITORIO
144,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2010,140.0,55.0,440.0,8.0,TRANSITORIO
145,13,13030,BOLIVAR,LOBA,ALTOS DEL ROSARIO,HORTALIZAS,AHUYAMA,AHUYAMA,2010,95.0,12.0,36.0,3.0,TRANSITORIO
146,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2010,90.0,46.0,184.0,4.0,TRANSITORIO
147,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2010,80.0,20.0,40.0,2.0,TRANSITORIO
148,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2010,60.0,8.0,44.0,5.5,TRANSITORIO
149,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2010,60.0,18.0,94.0,5.22,TRANSITORIO
150,23,23419,CORDOBA,COSTANERA,LOS CORDOBAS,HORTALIZAS,AHUYAMA,AHUYAMA,2010,6.0,6.0,72.0,12.0,TRANSITORIO
151,13,13300,BOLIVAR,DEPRESION MOMPOSINA,HATILLO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2010,100.0,55.0,220.0,4.0,TRANSITORIO
152,13,13430,BOLIVAR,MOJANA BOLIVARENSE,MAGANGUE,HORTALIZAS,AHUYAMA,AHUYAMA,2010,60.0,40.0,300.0,7.5,TRANSITORIO
153,13,13030,BOLIVAR,LOBA,ALTOS DEL ROSARIO,HORTALIZAS,AHUYAMA,AHUYAMA,2010,50.0,40.0,240.0,6.0,TRANSITORIO
154,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2010,50.0,8.0,24.0,3.0,TRANSITORIO
155,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2010,50.0,18.0,54.0,3.0,TRANSITORIO
156,23,23182,CORDOBA,SABANAS,CHINU,HORTALIZAS,AHUYAMA,AHUYAMA,2010,5.0,5.0,75.0,15.0,TRANSITORIO
157,13,13549,BOLIVAR,MOJANA BOLIVARENSE,PINILLOS,HORTALIZAS,AHUYAMA,AHUYAMA,2011,100.0,100.0,1000.0,10.0,TRANSITORIO
158,13,13268,BOLIVAR,LOBA,EL PENON,HORTALIZAS,AHUYAMA,AHUYAMA,2011,98.0,50.0,300.0,6.0,TRANSITORIO
159,13,13074,BOLIVAR,LOBA,BARRANCO DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2011,65.0,34.0,204.0,6.0,TRANSITORIO
160,13,13030,BOLIVAR,LOBA,ALTOS DEL ROSARIO,HORTALIZAS,AHUYAMA,AHUYAMA,2011,50.0,35.0,280.0,8.0,TRANSITORIO
161,13,13468,BOLIVAR,DEPRESION MOMPOSINA,MOMPOS,HORTALIZAS,AHUYAMA,AHUYAMA,2011,30.0,10.0,150.0,15.0,TRANSITORIO
162,13,13667,BOLIVAR,LOBA,SAN MARTIN DE LOBA,HORTALIZAS,AHUYAMA,AHUYAMA,2011,25.0,16.0,64.0,4.0,TRANSITORIO
