Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo,Estado físico del cultivo,Código del cultivo,Nombre científico del cultivo
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022A,20.00,18.00,198.00,11.00,Transitorio,En fresco,1080699,Dioscorea sp.
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022B,15.00,18.00,189.00,10.50,Transitorio,En fresco,1080699,Dioscorea sp.
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,17.00,12.00,141.60,11.80,Transitorio,En fresco,1080699,Dioscorea sp.
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019A,350.00,350.00,5950.00,17.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019B,300.00,240.00,4800.00,20.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020A,300.00,300.00,6000.00,20.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020B,300.00,280.00,5600.00,20.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,300.00,117.00,1521.00,13.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,300.00,117.00,1521.00,13.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,300.00,254.00,3302.00,13.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,280.00,272.00,3726.40,13.70,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,275.00,256.00,3251.20,12.70,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13140,Calamar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,275.00,275.00,687.50,2.50,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2019,2019A,85.00,83.00,498.00,6.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2019,2019B,90.00,88.00,616.00,7.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2020,2020A,90.00,89.00,178.00,2.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2020,2020B,80.00,79.00,632.00,8.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2021,2021A,90.00,9.00,72.00,8.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2021,2021B,80.00,28.00,224.00,8.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2022,2022A,97.00,28.00,224.00,8.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2022,2022B,90.00,97.00,679.00,7.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2023,2023A,113.00,90.00,1080.00,12.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2023,2023B,98.00,211.00,1477.00,7.00,Transitorio,En fresco,1050200,Cucurbita maxima
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019A,520.00,505.00,1263.00,2.50,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019B,900.00,870.00,2610.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2020,2020A,650.00,630.00,1499.40,2.38,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2020,2020B,700.00,668.00,1589.84,2.38,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2021,2021A,630.00,630.00,1649.34,2.62,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2021,2021B,725.00,507.00,1267.50,2.50,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022A,680.00,720.00,2227.68,3.09,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,748.00,680.00,4046.00,5.95,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023A,720.00,748.00,3740.00,5.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,894.00,1614.00,8070.00,5.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
23,Córdoba,23090,Canalete,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2019,2019,117.00,117.00,76.05,0.65,Permanente,Grano seco,2030200,Theobrama cacao
23,Córdoba,23090,Canalete,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2020,2020,87.00,87.00,56.55,0.65,Permanente,Grano seco,2030200,Theobrama cacao
23,Córdoba,23090,Canalete,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2021,2021,92.00,85.00,55.25,0.65,Permanente,Grano seco,2030200,Theobrama cacao
23,Córdoba,23090,Canalete,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2022,2022,97.00,75.00,48.75,0.65,Permanente,Grano seco,2030200,Theobrama cacao
23,Córdoba,23090,Canalete,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2023,2023,98.00,75.00,48.75,0.65,Permanente,Grano seco,2030200,Theobrama cacao
23,Córdoba,23090,Canalete,Leguminosas,Leguminosas,Frijol,Frijol,2019,2019B,17.00,16.00,32.00,2.00,Transitorio,Grano seco,1060200,Phaseolus vulgaris
23,Córdoba,23090,Canalete,Leguminosas,Leguminosas,Frijol,Frijol,2020,2020B,20.00,20.00,10.00,0.50,Transitorio,Grano seco,1060200,Phaseolus vulgaris
23,Córdoba,23090,Canalete,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,25.00,25.00,12.50,0.50,Transitorio,Grano seco,1060200,Phaseolus vulgaris
23,Córdoba,23090,Canalete,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,0.00,25.00,12.50,0.50,Transitorio,Grano seco,1060200,Phaseolus vulgaris
23,Córdoba,23090,Canalete,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,30.00,0.00,0.00,0.00,Transitorio,Grano seco,1060200,Phaseolus vulgaris
23,Córdoba,23090,Canalete,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023A,0.00,30.00,15.00,0.50,Transitorio,Grano seco,1060200,Phaseolus vulgaris
23,Córdoba,23090,Canalete,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,33.00,0.00,0.00,0.00,Transitorio,Grano seco,1060200,Phaseolus vulgaris
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tecnificado,2019,2019A,72.00,63.00,206.00,3.27,Transitorio,En fresco,1010498,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019A,1473.00,1400.00,3019.00,2.16,Transitorio,En fresco,1010497,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tecnificado,2019,2019B,80.00,78.00,390.00,5.00,Transitorio,En fresco,1010498,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019B,1120.00,1118.00,4472.00,4.00,Transitorio,En fresco,1010497,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tecnificado,2020,2020A,120.00,115.00,655.50,5.70,Transitorio,En fresco,1010498,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020A,900.00,890.00,3560.00,4.00,Transitorio,En fresco,1010497,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tecnificado,2020,2020B,360.00,340.00,1938.00,5.70,Transitorio,En fresco,1010498,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020B,900.00,890.00,3560.00,4.00,Transitorio,En fresco,1010497,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2021,2021A,65.00,65.00,370.50,5.70,Transitorio,Grano seco,1010403,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2021,2021A,82.00,82.00,467.40,5.70,Transitorio,Grano seco,1010401,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021A,261.00,261.00,1044.00,4.00,Transitorio,Grano seco,1010404,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021A,758.00,758.00,3032.00,4.00,Transitorio,Grano seco,1010402,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2021,2021B,184.00,184.00,1048.80,5.70,Transitorio,Grano seco,1010403,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2021,2021B,196.00,196.00,1117.20,5.70,Transitorio,Grano seco,1010401,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021B,380.00,374.00,1683.00,4.50,Transitorio,Grano seco,1010404,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021B,625.00,617.00,2776.50,4.50,Transitorio,Grano seco,1010402,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2022,2022A,74.00,184.00,1085.60,5.90,Transitorio,Grano seco,1010403,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022A,87.00,196.00,1136.80,5.80,Transitorio,Grano seco,1010401,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,283.00,374.00,1683.00,4.50,Transitorio,Grano seco,1010404,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,764.00,617.00,2776.50,4.50,Transitorio,Grano seco,1010402,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022B,216.00,87.00,435.00,5.00,Transitorio,Grano seco,1010401,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2022,2022B,200.00,74.00,444.00,6.00,Transitorio,Grano seco,1010403,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,420.00,283.00,1273.50,4.50,Transitorio,Grano seco,1010404,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,725.00,764.00,3438.00,4.50,Transitorio,Grano seco,1010402,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2023,2023A,90.00,200.00,1200.00,6.00,Transitorio,Grano seco,1010403,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023A,94.00,216.00,1296.00,6.00,Transitorio,Grano seco,1010401,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,297.00,420.00,1680.00,4.00,Transitorio,Grano seco,1010404,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,725.00,725.00,2900.00,4.00,Transitorio,Grano seco,1010402,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023B,216.00,310.00,1550.00,5.00,Transitorio,Grano seco,1010401,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2023,2023B,210.00,300.00,1800.00,6.00,Transitorio,Grano seco,1010403,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,438.00,735.00,3307.50,4.50,Transitorio,Grano seco,1010404,Zea mays
23,Córdoba,23090,Canalete,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,742.00,1467.00,6601.50,4.50,Transitorio,Grano seco,1010402,Zea mays
23,Córdoba,23090,Canalete,Frutales,Pasifloráceas,Maracuyá,Maracuyá,2019,2019,167.00,167.00,3340.00,20.00,Permanente,En fresco,2044500,Passiflora edulis
23,Córdoba,23090,Canalete,Frutales,Pasifloráceas,Maracuyá,Maracuyá,2020,2020,208.00,208.00,2080.00,10.00,Permanente,En fresco,2044500,Passiflora edulis
23,Córdoba,23090,Canalete,Frutales,Pasifloráceas,Maracuyá,Maracuyá,2021,2021,203.00,201.00,2914.50,14.50,Permanente,En fresco,2044500,Passiflora edulis
23,Córdoba,23090,Canalete,Frutales,Pasifloráceas,Maracuyá,Maracuyá,2022,2022,282.00,188.00,2726.00,14.50,Permanente,En fresco,2044500,Passiflora edulis
23,Córdoba,23090,Canalete,Frutales,Pasifloráceas,Maracuyá,Maracuyá,2023,2023,287.00,280.00,4060.00,14.50,Permanente,En fresco,2044500,Passiflora edulis
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2019,2019A,460.00,455.00,3185.00,7.00,Transitorio,En fresco,1080699,Dioscorea sp.
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2020,2020A,520.00,510.00,3060.00,6.00,Transitorio,En fresco,1080699,Dioscorea sp.
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2021,2021A,573.00,573.00,4011.00,7.00,Transitorio,En fresco,1080699,Dioscorea sp.
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022A,613.00,573.00,4011.00,7.00,Transitorio,En fresco,1080699,Dioscorea sp.
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,725.00,613.00,4904.00,8.00,Transitorio,En fresco,1080699,Dioscorea sp.
23,Córdoba,23090,Canalete,Oleaginosas,Oleaginosas,Palma de aceite,Palma de aceite,2019,2019,2.00,0.00,0.00,0.00,Permanente,Aceite crudo,2070400,Elaeis guineensis
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2019,2019A,17.00,12.00,60.00,5.00,Transitorio,En fresco,1052200,Citrullus lanatus
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2020,2020A,8.00,7.00,64.00,9.14,Transitorio,En fresco,1052200,Citrullus lanatus
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2021,2021A,8.00,2.00,18.00,9.00,Transitorio,En fresco,1052200,Citrullus lanatus
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2022,2022A,8.00,8.00,72.00,9.00,Transitorio,En fresco,1052200,Citrullus lanatus
23,Córdoba,23090,Canalete,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2023,2023A,10.00,10.00,120.00,12.00,Transitorio,En fresco,1052200,Citrullus lanatus
23,Córdoba,23090,Canalete,Frutales,Demás frutales,Plátano,Plátano consumo interno,2019,2019,2134.00,2025.00,32400.00,16.00,Permanente,En fresco,2045802,Musa x paradisiaca
23,Córdoba,23090,Canalete,Frutales,Demás frutales,Plátano,Plátano consumo interno,2020,2020,2458.00,2124.00,42480.00,20.00,Permanente,En fresco,2045802,Musa x paradisiaca
23,Córdoba,23090,Canalete,Frutales,Demás frutales,Plátano,Plátano consumo interno,2021,2021,2526.00,2426.00,36390.00,15.00,Permanente,En fresco,2045802,Musa x paradisiaca
23,Córdoba,23090,Canalete,Frutales,Demás frutales,Plátano,Plátano consumo interno,2022,2022,2844.00,2498.00,37470.00,15.00,Permanente,En fresco,2045802,Musa x paradisiaca
23,Córdoba,23090,Canalete,Frutales,Demás frutales,Plátano,Plátano consumo interno,2023,2023,2845.00,2840.00,42600.00,15.00,Permanente,En fresco,2045802,Musa x paradisiaca
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019A,650.00,647.00,4529.00,7.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019B,409.00,400.00,2400.00,6.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020A,810.00,800.00,5600.00,7.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020B,519.00,519.00,3633.00,7.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,880.00,880.00,6160.00,7.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,628.00,628.00,4396.00,7.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,894.00,628.00,4396.00,7.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,750.00,894.00,7152.00,8.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,900.00,750.00,6000.00,8.00,Transitorio,En fresco,1081001,Manihot esculenta
23,Córdoba,23090,Canalete,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,761.00,894.00,7152.00,8.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2019,2019A,35.00,35.00,156.45,4.47,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019B,45.00,45.00,56.25,1.25,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2019,2019B,47.00,47.00,211.03,4.49,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2020,2020A,38.00,38.00,177.84,4.68,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano manual,2020,2020B,52.00,52.00,77.35,1.49,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2020,2020B,52.00,52.00,278.46,5.36,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2021,2021A,25.00,20.00,107.10,5.36,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano manual,2021,2021B,14.00,7.00,30.94,4.42,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2021,2021B,22.00,17.00,101.15,5.95,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022A,50.00,45.00,270.00,6.00,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,15.00,15.00,66.00,4.40,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022B,60.00,60.00,354.00,5.90,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023A,150.00,150.00,900.00,6.00,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,65.00,65.00,286.00,4.40,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023B,120.00,120.00,720.00,6.00,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13160,Cantagallo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2019,2019,95.00,80.00,36.00,0.45,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13160,Cantagallo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2020,2020,95.00,80.00,40.00,0.50,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13160,Cantagallo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2021,2021,142.00,89.00,44.50,0.50,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13160,Cantagallo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2022,2022,362.00,89.00,44.50,0.50,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13160,Cantagallo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2023,2023,442.00,89.00,44.50,0.50,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019A,468.00,468.00,936.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019B,553.00,553.00,1106.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020A,561.00,561.00,1122.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020B,585.00,585.00,1170.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021A,95.00,4.00,8.00,2.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021A,120.00,11.00,22.00,2.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021B,115.00,9.00,27.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021B,136.00,17.00,51.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,110.00,105.00,315.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,135.00,130.00,390.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,80.00,80.00,160.00,2.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,120.00,120.00,240.00,2.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,125.00,125.00,250.00,2.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,150.00,150.00,300.00,2.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,100.00,100.00,200.00,2.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13160,Cantagallo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,150.00,150.00,300.00,2.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13160,Cantagallo,Oleaginosas,Oleaginosas,Palma de aceite,Palma de aceite,2019,2019,496.00,385.00,840.07,2.18,Permanente,Aceite crudo,2070400,Elaeis guineensis
13,Bolívar,13160,Cantagallo,Oleaginosas,Oleaginosas,Palma de aceite,Palma de aceite,2020,2020,496.00,289.00,808.46,2.80,Permanente,Aceite crudo,2070400,Elaeis guineensis
