Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo,Estado físico del cultivo,Código del cultivo,Nombre científico del cultivo
13,Bolívar,13006,Achí,Frutales,Demás frutales,Aguacate,Aguacate demás variedades,2019,2019,80.00,80.00,400.00,5.00,Permanente,En fresco,2040299,Persea americana
13,Bolívar,13006,Achí,Frutales,Demás frutales,Aguacate,Aguacate demás variedades,2020,2020,80.00,80.00,400.00,5.00,Permanente,En fresco,2040299,Persea americana
13,Bolívar,13006,Achí,Frutales,Demás frutales,Aguacate,Aguacate demás variedades,2021,2021,80.00,80.00,320.00,4.00,Permanente,En fresco,2040299,Persea americana
13,Bolívar,13006,Achí,Frutales,Demás frutales,Aguacate,Aguacate demás variedades,2022,2022,80.00,80.00,320.00,4.00,Permanente,En fresco,2040299,Persea americana
13,Bolívar,13006,Achí,Frutales,Demás frutales,Aguacate,Aguacate demás variedades,2023,2023,80.00,80.00,320.00,4.00,Permanente,En fresco,2040299,Persea americana
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2019,2019A,24.00,24.00,480.00,20.00,Transitorio,En fresco,1050200,Cucurbita maxima
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2019,2019B,60.00,40.00,800.00,20.00,Transitorio,En fresco,1050200,Cucurbita maxima
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2020,2020A,80.00,80.00,400.00,5.00,Transitorio,En fresco,1050200,Cucurbita maxima
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2021,2021A,120.00,120.00,600.00,5.00,Transitorio,En fresco,1050200,Cucurbita maxima
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2022,2022A,120.00,120.00,600.00,5.00,Transitorio,En fresco,1050200,Cucurbita maxima
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2023,2023A,120.00,120.00,600.00,5.00,Transitorio,En fresco,1050200,Cucurbita maxima
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019A,1100.00,1100.00,2310.00,2.10,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2019,2019A,452.60,452.26,2831.15,6.26,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2019,2019A,4596.76,4593.36,22848.29,4.97,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2019,2019B,157.00,157.00,956.13,6.09,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019B,1300.00,1300.00,3250.00,2.50,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2019,2019B,2647.00,2643.00,14467.78,5.47,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2020,2020A,680.00,680.00,2040.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2020,2020A,437.00,433.00,2836.15,6.55,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2020,2020A,5111.00,5065.00,22134.05,4.37,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2020,2020B,167.00,166.00,1010.94,6.09,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2020,2020B,630.00,630.00,2268.00,3.60,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2020,2020B,2954.00,2950.00,16148.30,5.47,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2021,2021A,670.00,660.00,1980.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2021,2021A,620.00,620.00,2480.00,4.00,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2021,2021A,7660.00,7449.00,26071.50,3.50,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2021,2021B,143.00,45.00,135.00,3.00,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2021,2021B,615.00,112.00,336.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2021,2021B,5130.00,743.00,2652.51,3.57,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2022,2022A,620.00,22.00,88.00,4.00,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022A,670.00,93.00,279.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022A,7660.00,770.00,2695.00,3.50,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2022,2022B,143.00,742.00,2968.00,4.00,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,630.00,1200.00,3600.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022B,6660.00,13321.00,46623.50,3.50,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023A,670.00,370.00,1110.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2023,2023A,620.00,341.00,1364.00,4.00,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023A,7660.00,4659.00,16306.50,3.50,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz riego,2023,2023B,143.00,429.00,1716.00,4.00,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,630.00,1030.00,3090.00,3.00,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13006,Achí,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023B,6660.00,10660.00,37310.00,3.50,Transitorio,Paddy o cascara verde,1010103,Oryza sativa
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2019,2019,150.00,150.00,45.00,0.30,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2020,2020,150.00,150.00,90.00,0.60,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2021,2021,150.00,150.00,90.00,0.60,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2022,2022,150.00,150.00,90.00,0.60,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2023,2023,150.00,150.00,90.00,0.60,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Caña,Caña panelera,2019,2019,30.00,30.00,1800.00,60.00,Permanente,Caña o verde,2030402,Saccharum officinarum
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Caña,Caña panelera,2020,2020,40.00,30.00,1200.00,40.00,Permanente,Caña o verde,2030402,Saccharum officinarum
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Caña,Caña panelera,2021,2021,40.00,40.00,2400.00,60.00,Permanente,Caña o verde,2030402,Saccharum officinarum
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Caña,Caña panelera,2022,2022,40.00,40.00,2400.00,60.00,Permanente,Caña o verde,2030402,Saccharum officinarum
13,Bolívar,13006,Achí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Caña,Caña panelera,2023,2023,40.00,40.00,2400.00,60.00,Permanente,Caña o verde,2030402,Saccharum officinarum
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019A,3300.00,3300.00,6600.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019B,80.00,80.00,200.00,2.50,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020A,4020.00,4020.00,10049.00,2.50,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020B,60.00,60.00,180.00,3.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021A,1338.00,1338.00,4014.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021A,3120.00,2258.00,6774.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021B,25.00,10.00,20.00,2.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021B,83.00,50.00,150.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,1338.00,1138.00,3414.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,3200.00,3050.00,9150.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,20.00,20.00,60.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,40.00,40.00,120.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,2150.00,2150.00,6450.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,2300.00,2300.00,6900.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,20.00,20.00,60.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13006,Achí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,30.00,30.00,90.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13006,Achí,Frutales,Demás frutales,Mango,Mango demás variedades,2019,2019,30.00,30.00,360.00,12.00,Permanente,En fresco,2044299,Mangifera indica
13,Bolívar,13006,Achí,Frutales,Demás frutales,Mango,Mango demás variedades,2020,2020,30.00,30.00,360.00,12.00,Permanente,En fresco,2044299,Mangifera indica
13,Bolívar,13006,Achí,Frutales,Demás frutales,Mango,Mango demás variedades,2021,2021,30.00,30.00,360.00,12.00,Permanente,En fresco,2044299,Mangifera indica
13,Bolívar,13006,Achí,Frutales,Demás frutales,Mango,Mango demás variedades,2022,2022,30.00,30.00,360.00,12.00,Permanente,En fresco,2044299,Mangifera indica
13,Bolívar,13006,Achí,Frutales,Demás frutales,Mango,Mango demás variedades,2023,2023,30.00,30.00,360.00,12.00,Permanente,En fresco,2044299,Mangifera indica
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2019,2019A,45.00,45.00,675.00,15.00,Transitorio,En fresco,1052200,Citrullus lanatus
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2019,2019B,45.00,40.00,600.00,15.00,Transitorio,En fresco,1052200,Citrullus lanatus
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2020,2020A,60.00,60.00,1200.00,20.00,Transitorio,En fresco,1052200,Citrullus lanatus
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2021,2021A,60.00,60.00,1200.00,20.00,Transitorio,En fresco,1052200,Citrullus lanatus
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2022,2022A,60.00,60.00,1200.00,20.00,Transitorio,En fresco,1052200,Citrullus lanatus
13,Bolívar,13006,Achí,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2023,2023A,60.00,60.00,1200.00,20.00,Transitorio,En fresco,1052200,Citrullus lanatus
13,Bolívar,13006,Achí,Frutales,Demás frutales,Plátano,Plátano consumo interno,2019,2019,400.00,400.00,800.00,2.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13006,Achí,Frutales,Demás frutales,Plátano,Plátano consumo interno,2020,2020,385.50,385.50,1927.50,5.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13006,Achí,Frutales,Demás frutales,Plátano,Plátano consumo interno,2021,2021,285.50,285.50,1427.50,5.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13006,Achí,Frutales,Demás frutales,Plátano,Plátano consumo interno,2022,2022,285.50,285.50,1427.50,5.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13006,Achí,Frutales,Demás frutales,Plátano,Plátano consumo interno,2023,2023,285.50,285.50,1427.50,5.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019A,250.00,250.00,3000.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019B,100.00,100.00,1000.00,10.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020A,330.00,330.00,3960.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020B,100.00,100.00,1000.00,10.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,330.00,330.00,3960.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,285.00,228.00,2736.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,330.00,340.00,4080.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,130.00,231.00,2772.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,330.00,229.00,2748.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,130.00,330.00,3960.00,12.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13006,Achí,Frutales,Demás frutales,Zapote,Zapote,2019,2019,50.00,50.00,600.00,12.00,Permanente,En fresco,2046800,Pouteria sapota
13,Bolívar,13006,Achí,Frutales,Demás frutales,Zapote,Zapote,2020,2020,50.00,50.00,600.00,12.00,Permanente,En fresco,2046800,Pouteria sapota
13,Bolívar,13006,Achí,Frutales,Demás frutales,Zapote,Zapote,2021,2021,50.00,50.00,600.00,12.00,Permanente,En fresco,2046800,Pouteria sapota
13,Bolívar,13006,Achí,Frutales,Demás frutales,Zapote,Zapote,2022,2022,50.00,50.00,600.00,12.00,Permanente,En fresco,2046800,Pouteria sapota
13,Bolívar,13006,Achí,Frutales,Demás frutales,Zapote,Zapote,2023,2023,50.00,50.00,600.00,12.00,Permanente,En fresco,2046800,Pouteria sapota
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019A,190.00,185.00,440.30,2.38,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019B,200.00,200.00,357.00,1.78,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2020,2020A,570.00,570.00,1356.60,2.38,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2020,2020B,600.00,600.00,1428.00,2.38,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2021,2021A,630.00,630.00,2713.20,4.31,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2021,2021B,600.00,600.00,1428.00,2.38,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022A,600.00,600.00,1500.00,2.50,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,650.00,600.00,1500.00,2.50,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023A,650.00,650.00,2784.60,4.28,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,750.00,650.00,2784.60,4.28,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13030,Altos del Rosario,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2019,2019,20.00,20.00,12.00,0.60,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13030,Altos del Rosario,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2020,2020,20.00,20.00,12.00,0.60,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13030,Altos del Rosario,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2021,2021,20.00,20.00,12.00,0.60,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13030,Altos del Rosario,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2022,2022,20.00,20.00,10.00,0.50,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13030,Altos del Rosario,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Cacao,Cacao,2023,2023,20.00,20.00,10.00,0.50,Permanente,Grano seco,2030200,Theobrama cacao
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019A,170.00,165.00,330.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz tradicional,2019,2019B,140.00,135.00,202.50,1.50,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020A,680.00,680.00,1360.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz tradicional,2020,2020B,560.00,560.00,1120.00,2.00,Transitorio,En fresco,1010497,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021A,375.00,375.00,1125.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021A,375.00,375.00,1125.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2021,2021B,300.00,300.00,900.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz blanco tradicional,2021,2021B,300.00,300.00,900.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,370.00,300.00,900.00,3.00,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,370.00,300.00,900.00,3.00,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,300.00,370.00,925.00,2.50,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,300.00,370.00,962.00,2.60,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,300.00,500.00,1620.00,3.24,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,260.00,500.00,1620.00,3.24,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,200.00,60.00,194.40,3.24,Transitorio,Grano seco,1010404,Zea mays
13,Bolívar,13030,Altos del Rosario,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,250.00,100.00,324.00,3.24,Transitorio,Grano seco,1010402,Zea mays
13,Bolívar,13030,Altos del Rosario,Frutales,Demás frutales,Plátano,Plátano consumo interno,2019,2019,40.00,40.00,240.00,6.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13030,Altos del Rosario,Frutales,Demás frutales,Plátano,Plátano consumo interno,2020,2020,40.00,40.00,240.00,6.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13030,Altos del Rosario,Frutales,Demás frutales,Plátano,Plátano consumo interno,2021,2021,40.00,40.00,240.00,6.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13030,Altos del Rosario,Frutales,Demás frutales,Plátano,Plátano consumo interno,2022,2022,42.00,40.00,240.00,6.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13030,Altos del Rosario,Frutales,Demás frutales,Plátano,Plátano consumo interno,2023,2023,47.00,32.00,192.00,6.00,Permanente,En fresco,2045802,Musa x paradisiaca
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019A,70.00,68.00,748.00,11.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2019,2019B,30.00,30.00,330.00,11.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020A,70.00,70.00,770.00,11.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2020,2020B,30.00,30.00,330.00,11.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,80.00,80.00,1440.00,18.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,35.00,35.00,560.00,16.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,75.00,35.00,525.00,15.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,35.00,75.00,1125.00,15.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,45.00,0.00,0.00,0.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13030,Altos del Rosario,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,50.00,45.00,450.00,10.00,Transitorio,En fresco,1081001,Manihot esculenta
13,Bolívar,13042,Arenal,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019A,22.00,20.00,30.94,1.55,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
13,Bolívar,13042,Arenal,Cereales,Cereales,Arroz,Arroz riego,2019,2019A,23.50,23.50,114.21,4.86,Transitorio,Paddy o cascara verde,1010101,Oryza sativa
13,Bolívar,13042,Arenal,Cereales,Cereales,Arroz,Arroz secano manual,2019,2019B,20.00,18.00,32.13,1.78,Transitorio,Paddy o cascara verde,1010102,Oryza sativa
