codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,grupo_cultivo,subgrupo,cultivo,desagregacion_cultivo,año,periodo,area_sembrada,area_cosechada,produccion,rendimiento,ciclo_cultivo
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2007,2007,80.0,80.0,800.0,10.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2008,2008,80.0,80.0,720.0,9.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2009,2009,80.0,80.0,800.0,10.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2010,2010,80.0,80.0,480.0,6.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2011,2011,80.0,80.0,560.0,7.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2012,2012,80.0,80.0,800.0,10.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2013,2013,80.0,80.0,880.0,11.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2014,2014,80.0,80.0,880.0,11.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2015,2015,80.0,80.0,800.0,10.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2016,2016,80.0,80.0,960.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2017,2017,80.0,80.0,1200.0,15.0,Permanente
13,Bolívar,13006,Achí,Frutales,Aguacate,Aguacate,Aguacate,2018,2018,80.0,80.0,1200.0,15.0,Permanente
13,Bolívar,13006,Achí,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2016,2016A,15.0,15.0,225.0,15.0,Transitorio
13,Bolívar,13006,Achí,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2016,2016B,50.0,25.0,300.0,12.0,Transitorio
13,Bolívar,13006,Achí,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2017,2017A,20.0,20.0,320.0,16.0,Transitorio
13,Bolívar,13006,Achí,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2017,2017B,50.0,48.0,576.0,12.0,Transitorio
13,Bolívar,13006,Achí,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2018,2018A,60.0,60.0,720.0,12.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Riego,2016,2016A,680.0,609.0,2404.0,3.95,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Riego,2016,2016B,387.0,387.0,1503.0,3.89,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Riego,2017,2017A,831.0,725.0,3464.0,4.78,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Riego,2017,2017B,600.0,600.0,2485.0,4.14,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Riego,2018,2018A,355.0,355.0,1597.0,4.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2006,2006B,700.0,700.0,1440.0,2.06,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2007,2007A,149.0,149.0,268.0,1.8,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2007,2007B,743.0,743.0,1288.0,1.73,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2008,2008A,382.0,120.0,144.0,1.2,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2008,2008B,610.0,580.0,580.0,1.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2009,2009A,480.0,450.0,720.0,1.6,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2009,2009B,860.0,850.0,1275.0,1.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2010,2010A,950.0,850.0,1615.0,1.9,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2010,2010B,920.0,620.0,1240.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2011,2011A,1500.0,1500.0,3000.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2011,2011B,1650.0,1650.0,3300.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2012,2012A,2000.0,2000.0,4000.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2012,2012B,1700.0,1700.0,3400.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2013,2013A,1200.0,1200.0,2400.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2013,2013B,1250.0,1250.0,1875.0,1.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2014,2014A,940.0,940.0,2350.0,2.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2014,2014B,940.0,940.0,1410.0,1.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2015,2015A,800.0,800.0,2000.0,2.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2015,2015B,940.0,900.0,2250.0,2.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2016,2016A,1200.0,900.0,2250.0,2.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2016,2016B,1200.0,900.0,1800.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2017,2017A,1200.0,1200.0,2760.0,2.3,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2017,2017B,1300.0,1200.0,2160.0,1.8,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Manual,2018,2018A,1300.0,1300.0,2340.0,1.8,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2006,2006B,1800.0,1500.0,4750.0,3.17,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2007,2007A,1100.0,913.0,3850.0,4.22,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2007,2007B,2717.0,2500.0,10000.0,4.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2008,2008A,1250.0,1200.0,4800.0,4.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2008,2008B,1700.0,1600.0,5280.0,3.3,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2009,2009A,1100.0,1100.0,4400.0,4.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2009,2009B,2400.0,2400.0,9600.0,4.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2010,2010A,1600.0,1200.0,4800.0,4.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2010,2010B,2500.0,1750.0,5250.0,3.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2011,2011A,1750.0,1750.0,6125.0,3.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2011,2011B,2650.0,2650.0,7950.0,3.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2012,2012A,3500.0,3500.0,19250.0,5.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2012,2012B,3000.0,3000.0,18000.0,6.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2013,2013A,2500.0,2500.0,8750.0,3.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2013,2013B,1500.0,1500.0,4800.0,3.2,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2014,2014A,1570.0,1205.0,3636.0,3.02,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2014,2014B,1005.0,1005.0,5001.0,4.98,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2015,2015A,1801.0,1658.0,7131.0,4.3,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2015,2015B,1282.0,1221.0,5849.0,4.79,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2016,2016A,5529.0,3147.0,10763.0,3.42,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2016,2016B,2255.0,2078.0,5652.0,2.72,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2017,2017A,5998.0,5234.0,25015.0,4.78,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2017,2017B,2796.0,2796.0,9520.0,3.4,Transitorio
13,Bolívar,13006,Achí,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2018,2018A,3549.0,3549.0,14195.0,4.0,Transitorio
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2007,2007,100.0,30.0,10.0,0.33,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2008,2008,100.0,30.0,12.0,0.4,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2009,2009,100.0,30.0,21.0,0.7,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2010,2010,100.0,30.0,15.0,0.5,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2011,2011,100.0,50.0,30.0,0.6,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2012,2012,100.0,100.0,60.0,0.6,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2013,2013,100.0,100.0,45.0,0.45,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2014,2014,100.0,100.0,45.0,0.45,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2015,2015,80.0,80.0,36.0,0.45,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2016,2016,35.0,35.0,18.0,0.5,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2017,2017,150.0,20.0,10.0,0.5,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Cacao,Cacao,Cacao,2018,2018,150.0,20.0,10.0,0.5,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2007,2007,60.0,60.0,240.0,4.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2008,2008,60.0,60.0,300.0,5.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2009,2009,60.0,60.0,360.0,6.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2010,2010,60.0,60.0,240.0,4.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2011,2011,60.0,50.0,250.0,5.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2012,2012,60.0,60.0,300.0,5.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2013,2013,60.0,60.0,240.0,4.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2014,2014,60.0,60.0,240.0,4.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2016,2016,30.0,30.0,300.0,10.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2017,2017,30.0,20.0,160.0,8.0,Permanente
13,Bolívar,13006,Achí,Otros Permanentes,Caña,Caña Panelera,Caña Panelera,2018,2018,30.0,20.0,160.0,8.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2007,2007,50.0,50.0,125.0,2.5,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2008,2008,50.0,50.0,75.0,1.5,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2009,2009,50.0,50.0,125.0,2.5,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2010,2010,50.0,50.0,100.0,2.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2011,2011,50.0,45.0,90.0,2.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2012,2012,50.0,50.0,200.0,4.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2013,2013,51.0,50.0,150.0,3.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2014,2014,51.0,50.0,150.0,3.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2015,2015,40.0,40.0,120.0,3.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2016,2016,40.0,40.0,120.0,3.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2017,2017,40.0,40.0,120.0,3.0,Permanente
13,Bolívar,13006,Achí,Frutales,Coco,Coco,Coco,2018,2018,40.0,40.0,120.0,3.0,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2007,2007,13.0,13.0,65.0,5.0,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2008,2008,13.0,13.0,78.0,6.0,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2009,2009,13.0,13.0,91.0,7.0,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2010,2010,13.0,13.0,65.0,5.0,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2011,2011,13.0,13.0,80.0,6.15,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2012,2012,13.0,13.0,91.0,7.0,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2013,2013,13.0,13.0,72.0,5.5,Permanente
13,Bolívar,13006,Achí,Frutales,Guayaba,Guayaba,Guayaba,2014,2014,13.0,13.0,72.0,5.5,Permanente
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tecnificado,2006,2006B,500.0,210.0,527.0,2.51,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tecnificado,2007,2007A,1200.0,320.0,640.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2006,2006B,700.0,350.0,455.0,1.3,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2007,2007A,1300.0,800.0,1200.0,1.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2007,2007B,850.0,380.0,456.0,1.2,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2008,2008A,1975.0,220.0,88.0,0.4,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2008,2008B,350.0,190.0,114.0,0.6,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2009,2009A,1520.0,1520.0,1976.0,1.3,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2009,2009B,1320.0,1320.0,3300.0,2.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2010,2010A,1700.0,700.0,700.0,1.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2010,2010B,1600.0,1050.0,1050.0,1.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2011,2011A,1650.0,1420.0,2130.0,1.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2011,2011B,1100.0,936.0,1410.0,1.51,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2012,2012A,1800.0,1800.0,3600.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2012,2012B,1200.0,1200.0,2400.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2013,2013A,5000.0,5000.0,8500.0,1.7,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2013,2013B,1000.0,1000.0,1500.0,1.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2014,2014A,5000.0,5000.0,8500.0,1.7,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2014,2014B,1200.0,1200.0,2004.0,1.67,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2015,2015A,1550.0,1400.0,2800.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2015,2015B,1500.0,1000.0,1475.0,1.48,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2016,2016A,2000.0,1800.0,4500.0,2.5,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2016,2016B,1500.0,1300.0,2600.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2017,2017A,2500.0,2300.0,4600.0,2.0,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2017,2017B,2500.0,2380.0,4522.0,1.9,Transitorio
13,Bolívar,13006,Achí,Cereales,Maiz,Maíz,Maiz Tradicional,2018,2018A,3500.0,3500.0,6650.0,1.9,Transitorio
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2007,2007,30.0,30.0,240.0,8.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2008,2008,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2009,2009,30.0,30.0,450.0,15.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2010,2010,30.0,30.0,240.0,8.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2011,2011,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2012,2012,30.0,30.0,450.0,15.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2013,2013,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2014,2014,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2015,2015,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2016,2016,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2017,2017,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Mango,Mango,Mango,2018,2018,30.0,30.0,360.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Patilla,Patilla,Patilla,2016,2016A,30.0,20.0,300.0,15.0,Transitorio
13,Bolívar,13006,Achí,Frutales,Patilla,Patilla,Patilla,2016,2016B,50.0,25.0,350.0,14.0,Transitorio
13,Bolívar,13006,Achí,Frutales,Patilla,Patilla,Patilla,2017,2017A,40.0,40.0,600.0,15.0,Transitorio
13,Bolívar,13006,Achí,Frutales,Patilla,Patilla,Patilla,2017,2017B,50.0,50.0,700.0,14.0,Transitorio
13,Bolívar,13006,Achí,Frutales,Patilla,Patilla,Patilla,2018,2018A,100.0,100.0,1400.0,14.0,Transitorio
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2007,2007,150.0,150.0,450.0,3.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2008,2008,179.0,179.0,358.0,2.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2009,2009,179.0,179.0,716.0,4.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2010,2010,179.0,79.0,237.0,3.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2011,2011,110.0,110.0,440.0,4.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2012,2012,79.0,79.0,316.0,4.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2013,2013,79.0,79.0,395.0,5.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2014,2014,206.0,158.0,790.0,5.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2015,2015,400.0,390.0,1950.0,5.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2016,2016,400.0,400.0,1600.0,4.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2017,2017,400.0,200.0,1000.0,5.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Platano,Plátano,Platano,2018,2018,400.0,200.0,2000.0,10.0,Permanente
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2007,2007,700.0,220.0,1100.0,5.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2008,2008,640.0,350.0,2640.0,7.54,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2009,2009,595.0,595.0,4165.0,7.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2010,2010,620.0,15.0,45.0,3.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2011,2011,590.0,535.0,5350.0,10.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2012,2012,720.0,720.0,8640.0,12.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2013,2013,750.0,750.0,9000.0,12.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2014,2014,755.0,755.0,6040.0,8.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2015,2015,120.0,80.0,400.0,5.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2016,2016,300.0,250.0,3000.0,12.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2017,2017,300.0,200.0,2000.0,10.0,Anual
13,Bolívar,13006,Achí,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2018,2018,300.0,300.0,3000.0,10.0,Anual
13,Bolívar,13006,Achí,Frutales,Zapote,Zapote,Zapote,2016,2016,50.0,50.0,500.0,10.0,Permanente
13,Bolívar,13006,Achí,Frutales,Zapote,Zapote,Zapote,2017,2017,50.0,50.0,600.0,12.0,Permanente
13,Bolívar,13006,Achí,Frutales,Zapote,Zapote,Zapote,2018,2018,50.0,50.0,600.0,12.0,Permanente
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2008,2008A,30.0,30.0,450.0,15.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2009,2009A,50.0,50.0,350.0,7.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2009,2009B,20.0,20.0,200.0,10.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2010,2010A,95.0,12.0,36.0,3.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2010,2010B,50.0,40.0,240.0,6.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2011,2011A,50.0,35.0,280.0,8.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2011,2011B,35.0,30.0,240.0,8.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2012,2012A,45.0,45.0,540.0,12.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2012,2012B,35.0,35.0,350.0,10.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2013,2013A,45.0,40.0,600.0,15.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2014,2014A,30.0,25.0,375.0,15.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2014,2014B,25.0,20.0,300.0,15.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2015,2015A,30.0,30.0,450.0,15.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Hortalizas,Ahuyama,Ahuyama,Ahuyama,2015,2015B,25.0,22.0,330.0,15.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Cereales,Arroz,Arroz,Arroz Secano Manual,2006,2006B,300.0,100.0,100.0,1.0,Transitorio
13,Bolívar,13030,Altos Del Rosario,Cereales,Arroz,Arroz,Arroz Secano Manual,2007,2007A,400.0,220.0,264.0,1.2,Transitorio
13,Bolívar,13030,Altos Del Rosario,Cereales,Arroz,Arroz,Arroz Secano Manual,2007,2007B,650.0,420.0,420.0,1.0,Transitorio
